business_id,id,url,text,rating,time_created,user_id,user_profile_url,user_image_url,user_name
L-RzyEzgb6_NSiGOyzL3gA,QZSG_N9hA1SXlpdxVvkMPA,https://www.yelp.com/biz/turista-libre-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=QZSG_N9hA1SXlpdxVvkMPA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,Derrick was an amazing guide through my first trip to Tijuana in twenty years. His passion and kindness for our sister city to the south made me want to...,5,2019-12-07 07:46:01,9kIcMeveJXxWGVOVdXyQyg,https://www.yelp.com/user_details?userid=9kIcMeveJXxWGVOVdXyQyg,https://s3-media4.fl.yelpcdn.com/photo/X2gqdRoHiYmh8kwk3fmBjw/o.jpg,Scott P.
L-RzyEzgb6_NSiGOyzL3gA,MMDfNs2R0BglfcVcucwezQ,https://www.yelp.com/biz/turista-libre-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=MMDfNs2R0BglfcVcucwezQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"I'd been following Turista Libre on Facebook for literally YEARS but had never gotten the chance to actually book a tour. I'm in LA, so getting down to the...",5,2018-01-31 21:22:09,F8D7RLNOHu4Kmi6rR1TvCQ,https://www.yelp.com/user_details?userid=F8D7RLNOHu4Kmi6rR1TvCQ,https://s3-media4.fl.yelpcdn.com/photo/vbc5ACRKZv-yWE0G5texrw/o.jpg,Sandi H.
6LV095CjtX9RvQkZ1TcZCA,E8E0Lfa1V-_KvFQcgXAn9Q,https://www.yelp.com/biz/aldo-shoes-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=E8E0Lfa1V-_KvFQcgXAn9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,This location sucks... The 4 times I have been they never have a single size 9.... So the last time I went I take the size 12 to the counter an the...,1,2020-01-27 12:41:51,b0OeuEprtHljxnYNnzLqsw,https://www.yelp.com/user_details?userid=b0OeuEprtHljxnYNnzLqsw,https://s3-media3.fl.yelpcdn.com/photo/Iied5Q95iy6NU1pvXOhbLA/o.jpg,Paul H.
6LV095CjtX9RvQkZ1TcZCA,qv1ntLh0sEb9Ec6gSNU1Gg,https://www.yelp.com/biz/aldo-shoes-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=qv1ntLh0sEb9Ec6gSNU1Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"I looooove Aldo!

Personally I think that they have a pretty good stock of items to choose from. Whether its shoes, purses, or accessories. 

Sometimes they...",4,2018-11-27 10:54:29,V-FI5ytm8ZAe8Lo6wdTdBg,https://www.yelp.com/user_details?userid=V-FI5ytm8ZAe8Lo6wdTdBg,https://s3-media1.fl.yelpcdn.com/photo/qvGYMFV2EIeGhiRmrDkCyA/o.jpg,Thuong T.
6LV095CjtX9RvQkZ1TcZCA,lKrhzSa_vZuPqMjrLOzvRw,https://www.yelp.com/biz/aldo-shoes-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=lKrhzSa_vZuPqMjrLOzvRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,Last time I was here (mid June) a kind & helpful employee (Esteven?) helped me. He was great. I wanted the Aldo Artison black wedge heels but they were out...,4,2011-07-18 11:54:15,bDcntKpOk1gQuq1-tx9l8A,https://www.yelp.com/user_details?userid=bDcntKpOk1gQuq1-tx9l8A,https://s3-media4.fl.yelpcdn.com/photo/0SE5al9reKZU7ou8kjvB1w/o.jpg,Felicitas L.
Mqk3c7ysVouItElrOyl0IQ,vqaWTYe5fvQtPxEj16R_ZQ,https://www.yelp.com/biz/adventures-in-san-diego-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=vqaWTYe5fvQtPxEj16R_ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,We had an absolutely fabulous time today on our tour!!  My boyfriend and I did not realize it was going to be a private tour until we got there.  Bridgette...,5,2017-09-03 14:09:04,UHcAyjmNo_Lqbk3WFOFpng,https://www.yelp.com/user_details?userid=UHcAyjmNo_Lqbk3WFOFpng,https://s3-media4.fl.yelpcdn.com/photo/OInA7NhlCy1y9kVBUZP8sw/o.jpg,Michelle G.
Mqk3c7ysVouItElrOyl0IQ,XzwSHMARRW4WdVsF8zj5lw,https://www.yelp.com/biz/adventures-in-san-diego-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=XzwSHMARRW4WdVsF8zj5lw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"The first thing we did when we got to San Diego was dropped our bags off, then headed straight to BALBOA PARK. Bridget met us there in the parking lot and...",5,2019-05-20 21:03:57,vgTgpbZKNbBi7aF5kGKfuQ,https://www.yelp.com/user_details?userid=vgTgpbZKNbBi7aF5kGKfuQ,https://s3-media1.fl.yelpcdn.com/photo/dVDnuX_Gqwp-Dn2o4FNdNA/o.jpg,Elizabeth F.
Mqk3c7ysVouItElrOyl0IQ,vJo0HFUgxEH8CLT5E7Wb2w,https://www.yelp.com/biz/adventures-in-san-diego-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=vJo0HFUgxEH8CLT5E7Wb2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,We had such an amazing time on this trip.  It was great that the trip starts in the park rather than having to spend time traveling to and from.  We really...,5,2019-11-12 17:27:43,k67w4QNI9yB9XT-zK0m74A,https://www.yelp.com/user_details?userid=k67w4QNI9yB9XT-zK0m74A,https://s3-media2.fl.yelpcdn.com/photo/zEB6M1mzupr6ced0ygJ4Gw/o.jpg,Yvonne O.
7Uoc_AC12Eu7LoG6poYgDQ,lfjHY8z86_VYWuAesTsmrw,https://www.yelp.com/biz/maritime-museum-of-san-diego-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=lfjHY8z86_VYWuAesTsmrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,Loved it here.  Went here before COVID requirements took effect.  This is a wonderful place for the family.  So many amazing things to see.,5,2020-06-27 19:57:01,mRT0RRLRSNhPZgUMsHF4dg,https://www.yelp.com/user_details?userid=mRT0RRLRSNhPZgUMsHF4dg,https://s3-media2.fl.yelpcdn.com/photo/r-qQ7KArX5hUz6_c2-cdjw/o.jpg,Nina H.
7Uoc_AC12Eu7LoG6poYgDQ,e-8mJypUWkhyszBh-1NDAA,https://www.yelp.com/biz/maritime-museum-of-san-diego-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=e-8mJypUWkhyszBh-1NDAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,The tor guid was so friendly and we enjoyed out tor . Thank you for this opportunity. It was an amazing trip.,5,2020-10-08 19:28:16,eYcroPWtVRnzaC93E_uPrw,https://www.yelp.com/user_details?userid=eYcroPWtVRnzaC93E_uPrw,https://s3-media3.fl.yelpcdn.com/photo/tzuYDh1u9GyqIj3m-oM0Fg/o.jpg,Shabnam S.
7Uoc_AC12Eu7LoG6poYgDQ,F6JtBBKaMiJoIyBChNmQkg,https://www.yelp.com/biz/maritime-museum-of-san-diego-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=F6JtBBKaMiJoIyBChNmQkg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,Great spot for ships and a neat maritime museum. Perfect for sunsets. Some old ships and clippers remain. Across from the San Diego peninsula. Museum...,4,2020-08-21 17:18:48,JaGMcD5MD4tCfblBfRZBuA,https://www.yelp.com/user_details?userid=JaGMcD5MD4tCfblBfRZBuA,https://s3-media1.fl.yelpcdn.com/photo/GplgykdCPltd2OjsoED0xg/o.jpg,Christian L.
H9Fuycg62sSQ3jJtzfNwpQ,smMN3wwp6FqjTDBsomfDOw,https://www.yelp.com/biz/perry-ellis-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=smMN3wwp6FqjTDBsomfDOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"I just love this Perry Ellis store. It always smells amazing and the staff are so helpful! 

I purchased quite a few things today and Ilse helped me find...",5,2018-03-17 15:28:05,WHxz_CTUgqPZ0wa7OtX_JA,https://www.yelp.com/user_details?userid=WHxz_CTUgqPZ0wa7OtX_JA,https://s3-media1.fl.yelpcdn.com/photo/jNUKFqoojhcM3GpYNb5jrQ/o.jpg,Ryan F.
H9Fuycg62sSQ3jJtzfNwpQ,x6zUDehlJ3Fek4rRKEQecA,https://www.yelp.com/biz/perry-ellis-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=x6zUDehlJ3Fek4rRKEQecA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,I went in to look for work pants for my husband. We weren't really sure what style best worked out for him since it was our first time at the store. Right...,5,2017-11-10 20:14:43,gZp2mv8R310nl79ai2WIwA,https://www.yelp.com/user_details?userid=gZp2mv8R310nl79ai2WIwA,https://s3-media3.fl.yelpcdn.com/photo/i3qw2P41gCSSktV_lcZyaQ/o.jpg,Cristina L.
H9Fuycg62sSQ3jJtzfNwpQ,6zILqNX68dYazKpu1n8iAg,https://www.yelp.com/biz/perry-ellis-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=6zILqNX68dYazKpu1n8iAg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,Great store for suits! Went in here with my husband on a whim after going through all the other stores and not finding anything- we should have gone in here...,5,2017-10-22 17:49:31,F9762Ef3lMFuJw6PoofwdQ,https://www.yelp.com/user_details?userid=F9762Ef3lMFuJw6PoofwdQ,https://s3-media3.fl.yelpcdn.com/photo/GQY06Qd76R4MZ16GtP2gLA/o.jpg,Melinda M.
Ms06eovrKnj7NovKNYP7XA,zOuR46F-N7KgOOINre-Iww,https://www.yelp.com/biz/knights-inn-san-ysidro-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=zOuR46F-N7KgOOINre-Iww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,So let me start by saying generally the reviewers on Yelp are a bunch of psychos who nit-pick about the dumbest things. There were some goods and bads at...,3,2014-08-10 10:25:24,MEOPgjGOFCiKbUv_sX34Jw,https://www.yelp.com/user_details?userid=MEOPgjGOFCiKbUv_sX34Jw,https://s3-media4.fl.yelpcdn.com/photo/jhLGgD3UY4fbZ7HZXv10lQ/o.jpg,Bethany C.
Ms06eovrKnj7NovKNYP7XA,f-uJt6Y-GtXlhT27wPDtOA,https://www.yelp.com/biz/knights-inn-san-ysidro-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=f-uJt6Y-GtXlhT27wPDtOA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"This place is a dangerous hellhole. Dirty. Literally trash on the floor. The ""king"" bed was a full size. Bathroom was dirty. Desk person rude. Three...",1,2020-10-30 16:11:56,FfJ_V-OJgP1Lv6XqDXai9A,https://www.yelp.com/user_details?userid=FfJ_V-OJgP1Lv6XqDXai9A,,Kristin M.
Ms06eovrKnj7NovKNYP7XA,YzK4XIzmzNkJJAKlYQWM5g,https://www.yelp.com/biz/knights-inn-san-ysidro-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=YzK4XIzmzNkJJAKlYQWM5g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"Great location, but I had a lot of bad experiences here. I checked in and was given a room upstairs , as I'm driving to my room I notice that my room door...",1,2019-08-18 22:58:32,reYHIMXKZr0MbN5CLssFeQ,https://www.yelp.com/user_details?userid=reYHIMXKZr0MbN5CLssFeQ,https://s3-media3.fl.yelpcdn.com/photo/xXmPLFBxpuAeCyhIMgsv1w/o.jpg,Charlotte R.
Gi5PjOKf3tazwaDNC5BczA,akMD6ygrmdecEnxtfcrMgw,https://www.yelp.com/biz/travelodge-by-wyndham-san-ysidro-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=akMD6ygrmdecEnxtfcrMgw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"I have stayed there for a long while, I think it is very good for the price. I ran into some maintenance issues, nothing took more than few hours to be...",4,2018-07-09 15:17:45,wXx2TPp111xIJUQ81f4CYA,https://www.yelp.com/user_details?userid=wXx2TPp111xIJUQ81f4CYA,https://s3-media4.fl.yelpcdn.com/photo/9Ein7P8F0FchSCyOIRFM6A/o.jpg,Mo B.
Gi5PjOKf3tazwaDNC5BczA,KlrRJiS7Y_fqR8_Bcj45QA,https://www.yelp.com/biz/travelodge-by-wyndham-san-ysidro-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=KlrRJiS7Y_fqR8_Bcj45QA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"First if you want your vehicle STOLEN, this is your best bet. Worst experience in my life. Terrible service I stayed at this hotel over years ago it came...",1,2020-04-02 04:29:12,Fos4EWCq7JT9akD2VXGpIw,https://www.yelp.com/user_details?userid=Fos4EWCq7JT9akD2VXGpIw,https://s3-media2.fl.yelpcdn.com/photo/Kt5d2NlWW6a8jSk9BZzhfw/o.jpg,Adrian O.
Gi5PjOKf3tazwaDNC5BczA,pnoh8spZwn1axfnacsFnVw,https://www.yelp.com/biz/travelodge-by-wyndham-san-ysidro-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=pnoh8spZwn1axfnacsFnVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,Myself and some family members stayed here over the weekend and I must say we were not impressed with the level comfort or cleanliness of our room. First...,1,2019-07-14 21:25:57,vgEn5nkGuTYGFxws6-fXqQ,https://www.yelp.com/user_details?userid=vgEn5nkGuTYGFxws6-fXqQ,https://s3-media3.fl.yelpcdn.com/photo/ckWa4DI19z6Y6avyoWqwjA/o.jpg,Luis S.
lFnPOZBDWx6O0crpOrsrxQ,sPUuasAxQ8Qs_bZGMJUKVA,https://www.yelp.com/biz/united-states-government-san-ysidro-port-of-entry-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&hrid=sPUuasAxQ8Qs_bZGMJUKVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=pujtun0dzH2y8clPTbsFbQ,"You would think that a highly secured international border would be tame... but lord have mercy, it was like a race car battle between lanes or a giant herd...",3,2018-12-19 17:05:30,V-FI5ytm8ZAe8Lo6wdTdBg,https://www.yelp.com/user_details?userid=V-FI5ytm8ZAe8Lo6wdTdBg,https://s3-media1.fl.yelpcdn.com/photo/qvGYMFV2EIeGhiRmrDkCyA/o.jpg,Thuong T.
