id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address
eJxxkZVwCvBHut3hT2qOog,mcdonalds-san-ysidro,McDonald's,https://s3-media3.fl.yelpcdn.com/bphoto/AK-O2a-LQpgU7WMjmLTJJw/o.jpg,False,https://www.yelp.com/biz/mcdonalds-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,38,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.5,['delivery'],$,+16196909203,(619) 690-9203,857.2941387345774,32.55759,-117.05825,707 W San Ysidro Blvd,,,San Ysidro,92173,US,CA,"['707 W San Ysidro Blvd', 'San Ysidro, CA 92173']"
rP8hNVOmxMez0mhNucAIiQ,carls-jr-san-ysidro,Carl's Jr.,https://s3-media4.fl.yelpcdn.com/bphoto/jY2Tv4Hj9BzGkSKlQWLhbw/o.jpg,False,https://www.yelp.com/biz/carls-jr-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,45,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",1.5,[],$,+16194284980,(619) 428-4980,956.5195409173853,32.5585901200149,-117.059459408006,805 W San Ysidro Blvd,,,San Ysidro,92173,US,CA,"['805 W San Ysidro Blvd', 'San Ysidro, CA 92173']"
RG-wvlTSCQgz1hHniJ4SvA,east-coast-giant-pizza-san-diego-2,East Coast Giant Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/TZzw9bFtATtl19jeESAyKA/o.jpg,False,https://www.yelp.com/biz/east-coast-giant-pizza-san-diego-2?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,6,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,[],$,+16194282200,(619) 428-2200,888.4339344857317,32.555522,-117.0523131,416 W San Ysidro Blvd,,,San Diego,92173,US,CA,"['416 W San Ysidro Blvd', 'San Diego, CA 92173']"
a6yxQHge4tcaKGV2lt4U3A,tuetano-taqueria-san-diego,Tuetano Taqueria,https://s3-media1.fl.yelpcdn.com/bphoto/E6_C-6q1U5qw8ijVkh5blA/o.jpg,False,https://www.yelp.com/biz/tuetano-taqueria-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,214,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,['delivery'],$,+16198567013,(619) 856-7013,661.2102428670039,32.55324,-117.0459,143 W San Ysidro Blvd,,,San Diego,92173,US,CA,"['143 W San Ysidro Blvd', 'San Diego, CA 92173']"
Nbvn80i21ZoekSG1cuJ6vg,jj-sushi-and-pho-san-ysidro,JJ Sushi & Pho,https://s3-media2.fl.yelpcdn.com/bphoto/8oKtDn3ve26NH3WEoKHHlA/o.jpg,False,https://www.yelp.com/biz/jj-sushi-and-pho-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,98,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,['delivery'],$$,+16196901888,(619) 690-1888,449.20479753410547,32.55283,-117.04323,111 W Olive Dr,Ste E,,San Ysidro,92173,US,CA,"['111 W Olive Dr', 'Ste E', 'San Ysidro, CA 92173']"
XPhlYY5mE4j8gpeQm7Q6vw,achiote-san-ysidro,Achiote,https://s3-media1.fl.yelpcdn.com/bphoto/qsVHWEoMzRXS6FK2b8eztQ/o.jpg,False,https://www.yelp.com/biz/achiote-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,365,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,['delivery'],$$,+16196901494,(619) 690-1494,541.0495016302812,32.545168,-117.039321,4419 Camino De La Plz,,,San Ysidro,92173,US,CA,"['4419 Camino De La Plz', 'San Ysidro, CA 92173']"
mtEc98Z6xj74kpP5W0DWFA,el-rincon-restaurant-san-ysidro,El Rincon Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/rjXaHt0ZmfihcV9bxmTTyg/o.jpg,False,https://www.yelp.com/biz/el-rincon-restaurant-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,181,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['delivery', 'pickup']",$$,+16192070079,(619) 207-0079,570.4067539611276,32.5526198,-117.0449758,119 W San Ysidro Blvd,,,San Ysidro,92173,US,CA,"['119 W San Ysidro Blvd', 'San Ysidro, CA 92173']"
rNFB4uoVc5KeJSB84xV-Jg,ruth-chriss-steakhouse-san-diego,Ruth Chriss Steakhouse,https://s3-media1.fl.yelpcdn.com/bphoto/nklMZIHF3OhaDYt4PKr0tA/o.jpg,False,https://www.yelp.com/biz/ruth-chriss-steakhouse-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,3,"[{'alias': 'steak', 'title': 'Steakhouses'}]",3.0,[],,,,678.2744132175001,32.544065,-117.038511,4445 Camino De La Plz,,,San Diego,92173,US,CA,"['4445 Camino De La Plz', 'San Diego, CA 92173']"
nDEOljSW4SBmNvBpVtQ-Rg,churros-el-tigre-san-diego,Churros el Tigre,https://s3-media4.fl.yelpcdn.com/bphoto/6n6JkwWdCwrwP4HfQ0OCYg/o.jpg,False,https://www.yelp.com/biz/churros-el-tigre-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,301,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'catering', 'title': 'Caterers'}]",4.5,['pickup'],$,+16198672915,(619) 867-2915,735.2376016715144,32.5435031555212,-117.041458550926,4211 Camino De La Plz,,,San Diego,92713,US,CA,"['4211 Camino De La Plz', 'San Diego, CA 92713']"
086c2BQvy1tymH7xcVBtPw,pho-hung-cali-3-san-ysidro,Pho Hung Cali 3,https://s3-media2.fl.yelpcdn.com/bphoto/Vn9c9xgqj52jGFqBxMMTcg/o.jpg,False,https://www.yelp.com/biz/pho-hung-cali-3-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,3,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.5,[],,+16193493707,(619) 349-3707,730.3929778449278,32.543632,-117.038089,4463 Camino De La Plz,,Outlets at The Border,San Ysidro,92173,US,CA,"['4463 Camino De La Plz', 'Outlets at The Border', 'San Ysidro, CA 92173']"
pCxw4wUtUYuX8fCeptx98w,el-sabroso-taco-shop-san-diego-6,El Sabroso Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/DhbvqMo75HJGVtU60Hb4wg/o.jpg,False,https://www.yelp.com/biz/el-sabroso-taco-shop-san-diego-6?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,31,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],$,+16194284460,(619) 428-4460,1102.3234756763823,32.55875,-117.04484,4184 Beyer Blvd,Ste 108,,San Diego,92173,US,CA,"['4184 Beyer Blvd', 'Ste 108', 'San Diego, CA 92173']"
q0jkOKG1pU-TTxMqdMnMLw,sonora-steak-asadero-san-diego,Sonora Steak Asadero,https://s3-media2.fl.yelpcdn.com/bphoto/oJaHg4uj66gzE_E4vy54Mw/o.jpg,False,https://www.yelp.com/biz/sonora-steak-asadero-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,12,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]",3.5,['delivery'],,+16195546138,(619) 554-6138,600.5287424347733,32.5446158869616,-117.040501611504,4211 Camino De La Plz,,,San Diego,92173,US,CA,"['4211 Camino De La Plz', 'San Diego, CA 92173']"
yVhbkHf5INgd8ISMzJVnHA,super-carlos-taco-shop-san-ysidro,Super Carlos Taco Shop,,False,https://www.yelp.com/biz/super-carlos-taco-shop-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,1,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],,+16196909085,(619) 690-9085,173.26123815980722,32.5506670027971,-117.03789934516,362 E San Ysidro Blvd,,,San Ysidro,92173,US,CA,"['362 E San Ysidro Blvd', 'San Ysidro, CA 92173']"
fc6p54k0Sse-Hq09HKoMNw,el-tocayo-mexican-san-diego,El Tocayo Mexican,https://s3-media1.fl.yelpcdn.com/bphoto/CvZHvFWwg-wYDSzY-BtvSw/o.jpg,False,https://www.yelp.com/biz/el-tocayo-mexican-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,1,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",5.0,[],,+16198646007,(619) 864-6007,421.15122002832965,32.5503676367391,-117.044472098351,106 E Calle Primera,,,San Diego,92173,US,CA,"['106 E Calle Primera', 'San Diego, CA 92173']"
qtF3JuaoNa9KYhP31qNeVw,la-crepe-de-bretagne-san-ysidro-3,La Crepe De Bretagne,https://s3-media3.fl.yelpcdn.com/bphoto/9xfXkGhbXmZey535Ao-e3A/o.jpg,False,https://www.yelp.com/biz/la-crepe-de-bretagne-san-ysidro-3?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,46,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}]",4.0,"['delivery', 'pickup']",$,+16195474055,(619) 547-4055,795.0593193147599,32.543161,-117.042475,4211 Camino De La Plz,,,San Ysidro,92173,US,CA,"['4211 Camino De La Plz', 'San Ysidro, CA 92173']"
i6oQ7TIxas2nMa83t1nPyQ,joses-pollos-estilo-acapulco-san-diego-2,Jose's Pollos Estilo Acapulco,https://s3-media2.fl.yelpcdn.com/bphoto/aM4jngcnxo7cWqs88cO4nQ/o.jpg,False,https://www.yelp.com/biz/joses-pollos-estilo-acapulco-san-diego-2?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,41,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.5,['delivery'],$,+16196164762,(619) 616-4762,1057.457064711561,32.558608,-117.044796,4174 Bayer Blvd,,,San Diego,92173,US,CA,"['4174 Bayer Blvd', 'San Diego, CA 92173']"
4Q0gMVMki2YfjvrTZXQ_UA,mayas-gourmet-pizza-san-diego,Maya's Gourmet Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/uo9nZN8lwk6ivf0w9-FTjg/o.jpg,False,https://www.yelp.com/biz/mayas-gourmet-pizza-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,3,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"['delivery', 'pickup']",,+16198165999,(619) 816-5999,757.3346825049504,32.546715,-117.032922,660 E San Ysidro Blvd,Ste C,,San Diego,92173,US,CA,"['660 E San Ysidro Blvd', 'Ste C', 'San Diego, CA 92173']"
ntEBNEnRyBoeG4E1KE27UA,charleys-philly-steaks-san-diego-4,Charleys Philly Steaks,https://s3-media3.fl.yelpcdn.com/bphoto/1KIJ8Xi0dXQegiDAjf-90Q/o.jpg,False,https://www.yelp.com/biz/charleys-philly-steaks-san-diego-4?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,5,"[{'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,[],$,+16196621300,(619) 662-1300,755.3076452431852,32.543246981602,-117.040869221091,4211 Camino De La Plz,,,San Diego,92173,US,CA,"['4211 Camino De La Plz', 'San Diego, CA 92173']"
NqJvkja_pwxidzZb62V2_A,piñata-mexican-snack-bar-san-ysidro,Piñata Mexican Snack Bar,https://s3-media4.fl.yelpcdn.com/bphoto/agT6Tn0QAlZhnHzVCQKWWg/o.jpg,False,https://www.yelp.com/biz/pi%C3%B1ata-mexican-snack-bar-san-ysidro?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,21,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"['delivery', 'pickup']",$,+16192052397,(619) 205-2397,755.2288504592849,32.5452851,-117.0423468,4211 Camino De La Plz,,,San Ysidro,92173,US,CA,"['4211 Camino De La Plz', 'San Ysidro, CA 92173']"
UTbpy2auumXnO1cjCwEIfQ,don-cafeto-san-diego,Don Cafeto,https://s3-media2.fl.yelpcdn.com/bphoto/h5qYau2HsujQrdD78NfibA/o.jpg,False,https://www.yelp.com/biz/don-cafeto-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,10,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,['delivery'],,+16196363630,(619) 636-3630,554.7114455046444,32.54789,-117.03521,4650 Border Village Rd,,,San Diego,92173,US,CA,"['4650 Border Village Rd', 'San Diego, CA 92173']"
aZDewVho5HjQ03pkAUuvag,mongus-grill-san-diego,Mongus Grill,https://s3-media2.fl.yelpcdn.com/bphoto/zbrGAtfLkKqvQ8zdr_8zMw/o.jpg,False,https://www.yelp.com/biz/mongus-grill-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,19,"[{'alias': 'mongolian', 'title': 'Mongolian'}]",2.5,[],$,+16196905288,(619) 690-5288,755.2288504592849,32.5452851,-117.0423468,4211 Camino De La Plz,,,San Diego,92173,US,CA,"['4211 Camino De La Plz', 'San Diego, CA 92173']"
TFvcL3Dna3oHxZMuvH9L5A,carls-jr-san-ysidro-3,Carl's Jr,https://s3-media1.fl.yelpcdn.com/bphoto/ce-ndtZBmpVlRKRIV2H4SQ/o.jpg,False,https://www.yelp.com/biz/carls-jr-san-ysidro-3?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,[],,+16194283638,(619) 428-3638,840.6410506472783,32.5428327295781,-117.037146711762,4463 Camino De La Plz,Ste 101,,San Ysidro,92173,US,CA,"['4463 Camino De La Plz', 'Ste 101', 'San Ysidro, CA 92173']"
DGjUO6ppoqPwj246neOcOw,dennys-san-ysidro-3,Denny's,https://s3-media2.fl.yelpcdn.com/bphoto/qjNfvV6AwlFSkSaiX_75IQ/o.jpg,False,https://www.yelp.com/biz/dennys-san-ysidro-3?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,85,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",2.5,"['delivery', 'pickup']",$$,+16196900408,(619) 690-0408,341.8778553648712,32.54989,-117.043621,130 E Calle Primero,,,San Ysidro,92173,US,CA,"['130 E Calle Primero', 'San Ysidro, CA 92173']"
PW3tOmf1ECzLW5W4BO-u8Q,churchs-chicken-san-ysidro-2,Church's Chicken,https://s3-media2.fl.yelpcdn.com/bphoto/43uOnCP-UohjjVjb1Alx8w/o.jpg,False,https://www.yelp.com/biz/churchs-chicken-san-ysidro-2?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,13,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.5,"['delivery', 'pickup']",$,+16194282411,(619) 428-2411,287.4075323958453,32.5505959934529,-117.037016239938,423 E San Ysidro Blvd,,,San Ysidro,92173,US,CA,"['423 E San Ysidro Blvd', 'San Ysidro, CA 92173']"
x-0HKi0mVXrWFd9zaEHZzw,taco-bell-san-ysidro-2,Taco Bell,https://s3-media1.fl.yelpcdn.com/bphoto/i4ady6YLxul33qweJTy_3A/o.jpg,False,https://www.yelp.com/biz/taco-bell-san-ysidro-2?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,7,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,['delivery'],$,+16192077064,(619) 207-7064,847.8832480830398,32.5427216630472,-117.037302743649,4463 Camino De La Plaza,,,San Ysidro,92173,US,CA,"['4463 Camino De La Plaza', 'San Ysidro, CA 92173']"
WILW-FMDe027EsyEFPlfLg,tokyo-san-san-diego,Tokyo San,https://s3-media2.fl.yelpcdn.com/bphoto/vDNVcW1x6QJQ6JzTq4wSkQ/o.jpg,False,https://www.yelp.com/biz/tokyo-san-san-diego?adjust_creative=pujtun0dzH2y8clPTbsFbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=pujtun0dzH2y8clPTbsFbQ,13,"[{'alias': 'japanese', 'title': 'Japanese'}]",2.5,[],$,+16198630131,(619) 863-0131,755.2288504592849,32.5452851,-117.0423468,4211 Camino De La Plz,,,San Diego,92173,US,CA,"['4211 Camino De La Plz', 'San Diego, CA 92173']"
